RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,city,state_id,state_name,lat,lng,population,density,geometry
394913,1,New York,msa,NY,58.0,43.0,38.0,40.0,43.0,48.0,53.0,55.0,58.0,62.0,72.0,72.0,64.0,51.0,45.0,45.0,49.0,55.0,59.0,59.0,59.0,64.0,74.0,73.0,61.0,49.0,47.0,44.0,38.0,30.0,30.0,31.0,33.0,37.0,47.0,47.0,42.0,30.0,26.0,26.0,29.0,31.0,34.0,35.0,39.0,40.0,44.0,39.0,33.0,24.0,22.0,23.0,26.0,30.0,34.0,35.0,36.0,39.0,47.0,45.0,38.0,27.0,23.0,23.0,24.0,26.0,27.0,27.0,28.0,32.0,37.0,New York,NY,New York,40.6943,-73.9249,18908608,11080.3,POINT (-73.9249 40.6943)
753899,2,Los Angeles,msa,CA,17.0,14.0,15.0,15.0,17.0,19.0,22.0,24.0,27.0,31.0,36.0,35.0,29.0,22.0,20.0,20.0,21.0,22.0,23.0,23.0,24.0,27.0,26.0,22.0,16.0,15.0,15.0,16.0,15.0,14.0,13.0,13.0,13.0,13.0,13.0,12.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,11.0,10.0,10.0,10.0,11.0,14.0,17.0,20.0,22.0,23.0,27.0,32.0,30.0,23.0,16.0,13.0,13.0,13.0,13.0,14.0,15.0,16.0,18.0,19.0,Los Angeles,CA,California,34.1141,-118.4068,11922389,3184.7,POINT (-118.4068 34.1141)
394463,3,Chicago,msa,IL,32.0,17.0,15.0,16.0,18.0,21.0,25.0,30.0,35.0,44.0,53.0,47.0,35.0,20.0,18.0,18.0,21.0,24.0,28.0,33.0,38.0,46.0,54.0,47.0,34.0,22.0,20.0,19.0,16.0,14.0,13.0,13.0,14.0,18.0,20.0,18.0,12.0,8.0,6.0,6.0,7.0,9.0,11.0,12.0,14.0,17.0,17.0,14.0,9.0,6.0,6.0,6.0,8.0,11.0,14.0,15.0,18.0,23.0,27.0,24.0,15.0,9.0,7.0,6.0,7.0,8.0,9.0,10.0,12.0,16.0,18.0,Chicago,IL,Illinois,41.8375,-87.6866,8497759,4614.5,POINT (-87.6866 41.8375)
394514,4,Dallas,msa,TX,27.0,21.0,20.0,20.0,22.0,25.0,28.0,31.0,35.0,38.0,42.0,39.0,35.0,28.0,26.0,26.0,27.0,30.0,33.0,36.0,39.0,42.0,45.0,42.0,35.0,28.0,26.0,26.0,25.0,24.0,23.0,22.0,22.0,22.0,22.0,20.0,17.0,15.0,13.0,13.0,13.0,14.0,16.0,17.0,17.0,17.0,16.0,15.0,11.0,8.0,5.0,6.0,7.0,10.0,13.0,16.0,18.0,23.0,29.0,27.0,21.0,12.0,10.0,10.0,12.0,14.0,17.0,19.0,22.0,27.0,32.0,Dallas,TX,Texas,32.7935,-96.7667,5830932,1478.7,POINT (-96.7667 32.7935)
394692,5,Houston,msa,TX,27.0,19.0,16.0,17.0,19.0,22.0,27.0,31.0,33.0,36.0,39.0,37.0,31.0,24.0,21.0,21.0,23.0,26.0,31.0,34.0,36.0,38.0,42.0,38.0,31.0,24.0,23.0,23.0,20.0,18.0,17.0,16.0,15.0,15.0,15.0,13.0,10.0,8.0,7.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,11.0,10.0,8.0,7.0,7.0,7.0,9.0,12.0,17.0,20.0,23.0,27.0,33.0,33.0,27.0,19.0,15.0,13.0,14.0,16.0,19.0,22.0,25.0,30.0,36.0,Houston,TX,Texas,29.786,-95.3885,5970127,1384.0,POINT (-95.3885 29.786)
395209,6,Washington,msa,DC,37.0,27.0,24.0,21.0,19.0,18.0,19.0,21.0,24.0,31.0,34.0,28.0,19.0,11.0,10.0,12.0,15.0,17.0,18.0,18.0,21.0,26.0,26.0,20.0,11.0,9.0,9.0,10.0,9.0,7.0,9.0,9.0,9.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,9.0,7.0,5.0,5.0,5.0,6.0,8.0,10.0,12.0,13.0,16.0,21.0,21.0,17.0,10.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,13.0,13.0,Washington,DC,District of Columbia,38.9047,-77.0163,5116378,4235.7,POINT (-77.0163 38.9047)
394974,7,Philadelphia,msa,PA,46.0,33.0,27.0,29.0,29.0,29.0,27.0,29.0,32.0,37.0,43.0,40.0,31.0,20.0,16.0,17.0,19.0,22.0,23.0,23.0,25.0,32.0,38.0,34.0,23.0,16.0,16.0,15.0,11.0,9.0,12.0,12.0,13.0,11.0,12.0,11.0,8.0,7.0,6.0,6.0,7.0,9.0,10.0,10.0,10.0,11.0,11.0,10.0,8.0,7.0,7.0,7.0,9.0,10.0,11.0,11.0,12.0,15.0,17.0,15.0,11.0,8.0,7.0,7.0,8.0,8.0,9.0,10.0,11.0,14.0,16.0,Philadelphia,PA,Pennsylvania,40.0077,-75.1339,5683533,4578.4,POINT (-75.1339 40.0077)
394856,8,Miami,msa,FL,43.0,39.0,38.0,38.0,37.0,37.0,38.0,40.0,42.0,45.0,49.0,50.0,47.0,45.0,45.0,45.0,43.0,43.0,43.0,43.0,43.0,45.0,50.0,48.0,43.0,39.0,41.0,43.0,39.0,33.0,28.0,27.0,26.0,28.0,33.0,33.0,29.0,21.0,16.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,14.0,12.0,10.0,10.0,11.0,13.0,16.0,19.0,23.0,25.0,29.0,32.0,33.0,32.0,28.0,25.0,22.0,21.0,21.0,21.0,22.0,25.0,30.0,36.0,Miami,FL,Florida,25.784,-80.2101,6080145,4758.9,POINT (-80.2101 25.784)
394347,9,Atlanta,msa,GA,18.0,12.0,11.0,11.0,12.0,13.0,16.0,18.0,20.0,24.0,27.0,25.0,20.0,15.0,14.0,14.0,16.0,18.0,20.0,22.0,24.0,28.0,32.0,30.0,23.0,17.0,17.0,19.0,19.0,17.0,15.0,14.0,14.0,14.0,12.0,10.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,6.0,6.0,7.0,9.0,11.0,14.0,17.0,21.0,27.0,33.0,31.0,23.0,15.0,12.0,12.0,13.0,15.0,16.0,18.0,22.0,27.0,31.0,Atlanta,GA,Georgia,33.7628,-84.422,5180179,1412.3,POINT (-84.422 33.7628)
394404,10,Boston,msa,MA,13.0,9.0,8.0,8.0,9.0,11.0,12.0,13.0,17.0,24.0,28.0,24.0,16.0,11.0,9.0,9.0,11.0,13.0,14.0,15.0,17.0,25.0,27.0,22.0,13.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,10.0,11.0,10.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,6.0,6.0,8.0,9.0,11.0,10.0,10.0,11.0,15.0,16.0,15.0,10.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,11.0,12.0,Boston,MA,Massachusetts,42.3188,-71.0852,4328315,5319.0,POINT (-71.0852 42.3188)
394976,11,Phoenix,msa,AZ,29.0,25.0,25.0,25.0,26.0,26.0,25.0,25.0,29.0,34.0,38.0,35.0,32.0,27.0,27.0,25.0,25.0,23.0,21.0,20.0,21.0,24.0,25.0,23.0,17.0,15.0,17.0,19.0,17.0,13.0,10.0,10.0,11.0,14.0,13.0,11.0,8.0,7.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,13.0,11.0,8.0,7.0,8.0,10.0,15.0,21.0,28.0,35.0,40.0,46.0,53.0,51.0,44.0,33.0,29.0,24.0,22.0,20.0,20.0,21.0,24.0,31.0,33.0,Phoenix,AZ,Arizona,33.5722,-112.0892,4064275,1198.9,POINT (-112.0892 33.5722)
395057,12,San Francisco,msa,CA,13.0,12.0,12.0,12.0,13.0,14.0,15.0,16.0,19.0,24.0,25.0,22.0,16.0,14.0,14.0,14.0,15.0,16.0,16.0,16.0,18.0,24.0,23.0,20.0,13.0,13.0,13.0,14.0,13.0,12.0,12.0,12.0,13.0,14.0,13.0,12.0,10.0,9.0,9.0,9.0,10.0,11.0,12.0,12.0,13.0,14.0,12.0,11.0,9.0,9.0,10.0,12.0,15.0,18.0,20.0,21.0,22.0,29.0,33.0,29.0,20.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,16.0,22.0,22.0,San Francisco,CA,California,37.7558,-122.4449,3364979,7030.7,POINT (-122.4449 37.7558)
395025,13,Riverside,msa,CA,24.0,19.0,19.0,18.0,21.0,24.0,28.0,30.0,33.0,37.0,42.0,41.0,36.0,28.0,26.0,24.0,24.0,24.0,25.0,26.0,27.0,31.0,33.0,30.0,24.0,19.0,18.0,18.0,15.0,12.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,8.0,8.0,8.0,9.0,10.0,11.0,11.0,12.0,12.0,12.0,11.0,9.0,9.0,10.0,11.0,14.0,19.0,24.0,27.0,30.0,35.0,42.0,39.0,32.0,21.0,17.0,15.0,14.0,15.0,16.0,17.0,20.0,24.0,27.0,Riverside,CA,California,33.9381,-117.3949,2332836,1503.9,POINT (-117.3949 33.9381)
394532,14,Detroit,msa,MI,22.0,11.0,8.0,8.0,9.0,12.0,15.0,18.0,22.0,29.0,36.0,36.0,28.0,17.0,11.0,12.0,14.0,17.0,20.0,24.0,27.0,33.0,40.0,38.0,28.0,21.0,17.0,16.0,10.0,9.0,9.0,9.0,10.0,11.0,16.0,14.0,11.0,5.0,5.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,11.0,9.0,7.0,5.0,5.0,6.0,7.0,10.0,12.0,14.0,17.0,20.0,24.0,23.0,17.0,10.0,7.0,6.0,6.0,7.0,8.0,10.0,12.0,15.0,18.0,Detroit,MI,Michigan,42.3834,-83.1024,3725908,1772.2,POINT (-83.1024 42.3834)
395078,15,Seattle,msa,WA,8.0,7.0,7.0,7.0,8.0,11.0,14.0,18.0,23.0,30.0,30.0,23.0,13.0,8.0,7.0,8.0,9.0,11.0,12.0,13.0,14.0,17.0,14.0,11.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,,,,,,,36.0,29.0,17.0,7.0,6.0,6.0,7.0,8.0,9.0,10.0,14.0,19.0,18.0,Seattle,WA,Washington,47.6211,-122.3244,3561397,3376.6,POINT (-122.3244 47.6211)
394865,16,Minneapolis,msa,MN,26.0,18.0,17.0,18.0,19.0,22.0,24.0,27.0,31.0,38.0,45.0,40.0,31.0,20.0,18.0,18.0,20.0,22.0,24.0,27.0,30.0,36.0,39.0,35.0,25.0,18.0,17.0,18.0,18.0,17.0,17.0,17.0,18.0,21.0,22.0,19.0,14.0,10.0,9.0,9.0,10.0,12.0,15.0,16.0,18.0,20.0,19.0,16.0,10.0,8.0,7.0,9.0,12.0,16.0,19.0,21.0,25.0,32.0,39.0,36.0,26.0,14.0,12.0,12.0,13.0,15.0,17.0,19.0,24.0,31.0,37.0,Minneapolis,MN,Minnesota,44.9635,-93.2678,2892569,3052.2,POINT (-93.2678 44.9635)
395056,17,San Diego,msa,CA,16.0,14.0,14.0,16.0,23.0,25.0,28.0,28.0,32.0,37.0,40.0,38.0,31.0,24.0,21.0,20.0,21.0,23.0,24.0,25.0,25.0,27.0,25.0,21.0,14.0,17.0,17.0,18.0,12.0,10.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,7.0,9.0,12.0,16.0,19.0,21.0,21.0,25.0,29.0,25.0,18.0,10.0,8.0,8.0,9.0,10.0,10.0,11.0,13.0,16.0,17.0,San Diego,CA,California,32.8313,-117.1222,3046560,1639.7,POINT (-117.1222 32.8313)
395148,18,Tampa,msa,FL,24.0,20.0,19.0,18.0,18.0,19.0,21.0,22.0,23.0,26.0,33.0,34.0,31.0,25.0,24.0,22.0,21.0,21.0,22.0,26.0,27.0,30.0,28.0,25.0,20.0,17.0,17.0,17.0,14.0,11.0,9.0,8.0,8.0,9.0,9.0,8.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,14.0,17.0,19.0,24.0,28.0,28.0,24.0,18.0,15.0,12.0,12.0,13.0,15.0,16.0,20.0,25.0,31.0,Tampa,FL,Florida,27.9945,-82.4447,2861173,1320.9,POINT (-82.4447 27.9945)
394530,19,Denver,msa,CO,6.0,6.0,6.0,6.0,8.0,10.0,12.0,15.0,18.0,23.0,22.0,18.0,11.0,7.0,7.0,8.0,11.0,14.0,16.0,17.0,19.0,23.0,22.0,16.0,9.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,7.0,,,,,,31.0,24.0,15.0,7.0,6.0,6.0,8.0,10.0,12.0,15.0,20.0,26.0,27.0,Denver,CO,Colorado,39.762,-104.8758,2687458,1792.9,POINT (-104.8758 39.762)
394358,20,Baltimore,msa,MD,43.0,31.0,27.0,26.0,27.0,27.0,28.0,30.0,34.0,41.0,47.0,44.0,33.0,21.0,17.0,19.0,23.0,27.0,29.0,30.0,31.0,35.0,41.0,37.0,27.0,16.0,14.0,15.0,13.0,11.0,13.0,12.0,12.0,9.0,9.0,8.0,6.0,5.0,5.0,5.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,7.0,6.0,5.0,5.0,5.0,6.0,8.0,9.0,10.0,12.0,15.0,16.0,14.0,10.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,13.0,15.0,Baltimore,MD,Maryland,39.3051,-76.6144,2196524,2788.2,POINT (-76.6144 39.3051)
395121,21,St. Louis,msa,MO,31.0,21.0,18.0,18.0,19.0,21.0,25.0,27.0,30.0,35.0,43.0,38.0,27.0,14.0,10.0,10.0,12.0,14.0,15.0,16.0,19.0,25.0,30.0,27.0,18.0,10.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,9.0,10.0,9.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,8.0,11.0,12.0,11.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,11.0,13.0,St. Louis,MO,Missouri,38.6359,-90.2451,2130881,1864.3,POINT (-90.2451 38.6359)
394943,22,Orlando,msa,FL,22.0,17.0,15.0,15.0,15.0,16.0,19.0,21.0,26.0,29.0,32.0,29.0,25.0,20.0,18.0,17.0,18.0,19.0,22.0,27.0,28.0,29.0,26.0,24.0,18.0,15.0,15.0,16.0,15.0,13.0,12.0,11.0,12.0,13.0,14.0,13.0,10.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,8.0,11.0,14.0,17.0,20.0,25.0,30.0,29.0,23.0,15.0,12.0,11.0,11.0,13.0,14.0,16.0,19.0,23.0,29.0,Orlando,FL,Florida,28.4773,-81.337,1882705,1070.2,POINT (-81.337 28.4773)
394458,23,Charlotte,msa,NC,13.0,10.0,9.0,10.0,11.0,13.0,16.0,18.0,19.0,23.0,25.0,23.0,17.0,12.0,11.0,11.0,12.0,14.0,15.0,16.0,17.0,21.0,22.0,19.0,13.0,10.0,11.0,11.0,9.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,8.0,11.0,13.0,16.0,21.0,24.0,24.0,18.0,12.0,8.0,7.0,8.0,8.0,10.0,11.0,14.0,19.0,21.0,Charlotte,NC,North Carolina,35.2083,-80.8303,1427444,1089.8,POINT (-80.8303 35.2083)
395055,24,San Antonio,msa,TX,42.0,32.0,30.0,30.0,31.0,32.0,35.0,39.0,42.0,43.0,46.0,45.0,42.0,35.0,32.0,32.0,33.0,35.0,39.0,42.0,45.0,49.0,54.0,52.0,44.0,35.0,32.0,31.0,29.0,27.0,26.0,25.0,26.0,26.0,25.0,19.0,11.0,6.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,8.0,11.0,15.0,19.0,23.0,29.0,36.0,37.0,32.0,23.0,19.0,18.0,20.0,23.0,27.0,32.0,36.0,43.0,49.0,San Antonio,TX,Texas,29.4632,-98.5238,2058444,1118.8,POINT (-98.5238 29.4632)
394998,25,Portland,msa,OR,14.0,9.0,8.0,9.0,11.0,15.0,19.0,24.0,30.0,36.0,39.0,32.0,22.0,13.0,10.0,10.0,12.0,15.0,18.0,22.0,24.0,29.0,29.0,23.0,13.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,8.0,12.0,16.0,,21.0,,33.0,29.0,18.0,9.0,7.0,7.0,9.0,11.0,13.0,17.0,21.0,28.0,33.0,Portland,OR,Oregon,45.5371,-122.65,2095808,1868.8,POINT (-122.65 45.5371)
395045,26,Sacramento,msa,CA,13.0,10.0,10.0,10.0,12.0,15.0,18.0,21.0,24.0,28.0,32.0,28.0,20.0,12.0,11.0,11.0,12.0,14.0,15.0,16.0,18.0,22.0,20.0,16.0,10.0,9.0,9.0,10.0,10.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,9.0,12.0,17.0,21.0,,26.0,30.0,33.0,29.0,21.0,12.0,9.0,8.0,9.0,10.0,11.0,12.0,14.0,18.0,19.0,Sacramento,CA,California,38.5677,-121.4685,1957738,2049.4,POINT (-121.4685 38.5677)
394982,27,Pittsburgh,msa,PA,58.0,38.0,26.0,22.0,22.0,23.0,26.0,31.0,35.0,42.0,50.0,50.0,40.0,27.0,19.0,19.0,19.0,21.0,20.0,22.0,26.0,33.0,39.0,36.0,27.0,22.0,19.0,17.0,9.0,8.0,9.0,10.0,12.0,15.0,17.0,15.0,10.0,6.0,5.0,5.0,6.0,7.0,8.0,10.0,11.0,13.0,14.0,13.0,9.0,6.0,6.0,6.0,7.0,9.0,10.0,11.0,14.0,19.0,24.0,22.0,15.0,8.0,7.0,7.0,7.0,8.0,9.0,10.0,12.0,17.0,23.0,Pittsburgh,PA,Pennsylvania,40.4397,-79.9763,1749091,2118.5,POINT (-79.9763 40.4397)
394466,28,Cincinnati,msa,OH,21.0,12.0,9.0,9.0,9.0,11.0,13.0,16.0,20.0,25.0,30.0,28.0,20.0,12.0,9.0,8.0,9.0,9.0,11.0,12.0,15.0,18.0,18.0,16.0,11.0,7.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,8.0,10.0,11.0,9.0,6.0,4.0,3.0,3.0,4.0,5.0,5.0,6.0,8.0,11.0,13.0,Cincinnati,OH,Ohio,39.1413,-84.506,1692702,1530.6,POINT (-84.506 39.1413)
394355,29,Austin,msa,TX,19.0,12.0,11.0,12.0,15.0,19.0,25.0,29.0,32.0,36.0,36.0,30.0,20.0,12.0,11.0,12.0,14.0,16.0,19.0,20.0,22.0,23.0,23.0,18.0,11.0,9.0,9.0,10.0,9.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,8.0,9.0,10.0,11.0,13.0,15.0,17.0,18.0,20.0,20.0,17.0,13.0,10.0,11.0,13.0,18.0,26.0,35.0,42.0,48.0,56.0,64.0,66.0,56.0,43.0,33.0,31.0,34.0,38.0,43.0,49.0,55.0,62.0,66.0,Austin,TX,Texas,30.3005,-97.7522,1905945,1154.1,POINT (-97.7522 30.3005)
394775,30,Las Vegas,msa,NV,29.0,26.0,21.0,17.0,11.0,13.0,16.0,20.0,24.0,29.0,35.0,34.0,32.0,27.0,27.0,27.0,28.0,31.0,33.0,33.0,35.0,38.0,41.0,36.0,25.0,18.0,18.0,22.0,22.0,19.0,17.0,16.0,18.0,20.0,24.0,20.0,15.0,7.0,6.0,6.0,7.0,7.0,8.0,9.0,9.0,10.0,9.0,8.0,6.0,6.0,7.0,8.0,11.0,17.0,25.0,33.0,38.0,47.0,53.0,53.0,43.0,30.0,21.0,16.0,14.0,13.0,14.0,15.0,18.0,24.0,27.0,Las Vegas,NV,Nevada,36.2333,-115.2654,2248047,1755.1,POINT (-115.2654 36.2333)
394735,31,Kansas City,msa,MO,24.0,17.0,15.0,16.0,17.0,19.0,24.0,23.0,23.0,23.0,27.0,25.0,18.0,10.0,7.0,7.0,9.0,11.0,13.0,14.0,16.0,21.0,25.0,21.0,14.0,8.0,6.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,7.0,9.0,11.0,12.0,10.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,9.0,12.0,14.0,Kansas City,MO,Missouri,39.1238,-94.5541,1689556,620.7,POINT (-94.5541 39.1238)
394492,32,Columbus,msa,OH,12.0,6.0,5.0,5.0,6.0,7.0,9.0,11.0,14.0,18.0,22.0,19.0,13.0,7.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0,16.0,17.0,14.0,9.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,8.0,10.0,11.0,9.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,11.0,12.0,Columbus,OH,Ohio,39.9862,-82.9855,1572546,1581.0,POINT (-82.9855 39.9862)
394705,34,Indianapolis,msa,IN,26.0,18.0,12.0,9.0,8.0,10.0,13.0,15.0,19.0,25.0,30.0,30.0,22.0,13.0,8.0,7.0,8.0,10.0,11.0,13.0,16.0,20.0,25.0,22.0,15.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,9.0,11.0,15.0,,19.0,14.0,7.0,5.0,5.0,6.0,7.0,9.0,10.0,14.0,20.0,25.0,Indianapolis,IN,Indiana,39.7771,-86.1458,1729849,941.8,POINT (-86.1458 39.7771)
394475,35,Cleveland,msa,OH,51.0,40.0,33.0,32.0,34.0,36.0,41.0,43.0,46.0,50.0,55.0,54.0,46.0,38.0,32.0,32.0,32.0,34.0,37.0,39.0,42.0,46.0,48.0,45.0,35.0,27.0,21.0,19.0,16.0,15.0,16.0,15.0,16.0,20.0,24.0,21.0,13.0,5.0,4.0,4.0,5.0,6.0,7.0,7.0,8.0,9.0,9.0,8.0,6.0,5.0,5.0,5.0,5.0,6.0,8.0,9.0,11.0,15.0,17.0,15.0,11.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,9.0,12.0,14.0,Cleveland,OH,Ohio,41.4764,-81.6805,1680247,1839.6,POINT (-81.6805 41.4764)
395059,36,San Jose,msa,CA,11.0,10.0,10.0,10.0,13.0,15.0,17.0,19.0,22.0,29.0,29.0,25.0,17.0,15.0,15.0,17.0,21.0,23.0,25.0,24.0,25.0,29.0,27.0,22.0,12.0,12.0,15.0,18.0,18.0,17.0,15.0,15.0,16.0,19.0,19.0,17.0,13.0,11.0,11.0,12.0,12.0,13.0,13.0,14.0,14.0,18.0,17.0,16.0,10.0,10.0,12.0,15.0,19.0,23.0,24.0,26.0,25.0,29.0,30.0,27.0,21.0,16.0,16.0,14.0,12.0,10.0,10.0,11.0,13.0,15.0,14.0,San Jose,CA,California,37.3012,-121.848,1771413,2172.6,POINT (-121.848 37.3012)
394902,37,Nashville,msa,TN,21.0,14.0,13.0,14.0,16.0,19.0,21.0,23.0,26.0,31.0,37.0,36.0,31.0,22.0,18.0,18.0,20.0,23.0,27.0,31.0,37.0,44.0,46.0,43.0,37.0,32.0,31.0,30.0,31.0,32.0,33.0,31.0,30.0,30.0,32.0,24.0,14.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,9.0,13.0,17.0,22.0,29.0,35.0,33.0,24.0,15.0,11.0,11.0,12.0,14.0,17.0,19.0,23.0,27.0,34.0,Nashville,TN,Tennessee,36.1715,-86.7842,1177657,555.4,POINT (-86.7842 36.1715)
395194,38,Virginia Beach,msa,VA,69.0,52.0,41.0,41.0,43.0,46.0,51.0,57.0,60.0,67.0,71.0,72.0,59.0,47.0,37.0,37.0,39.0,41.0,43.0,45.0,52.0,65.0,74.0,81.0,69.0,68.0,60.0,59.0,48.0,39.0,33.0,28.0,27.0,24.0,24.0,21.0,18.0,17.0,16.0,17.0,16.0,18.0,20.0,21.0,21.0,21.0,21.0,18.0,15.0,13.0,13.0,14.0,17.0,19.0,21.0,21.0,23.0,25.0,28.0,26.0,23.0,18.0,17.0,16.0,17.0,18.0,19.0,21.0,24.0,28.0,32.0,Virginia Beach,VA,Virginia,36.7335,-76.0435,1443020,722.4,POINT (-76.0435 36.7335)
395005,39,Providence,msa,RI,33.0,20.0,17.0,17.0,20.0,24.0,32.0,35.0,40.0,43.0,51.0,51.0,43.0,30.0,22.0,21.0,24.0,27.0,28.0,29.0,31.0,37.0,42.0,40.0,31.0,21.0,18.0,16.0,13.0,11.0,10.0,10.0,12.0,15.0,20.0,18.0,14.0,7.0,8.0,8.0,9.0,8.0,9.0,10.0,11.0,11.0,10.0,9.0,8.0,7.0,7.0,8.0,9.0,11.0,12.0,12.0,13.0,15.0,18.0,16.0,12.0,8.0,7.0,7.0,8.0,9.0,9.0,9.0,11.0,15.0,16.0,Providence,RI,Rhode Island,41.823,-71.4187,1290271,3979.7,POINT (-71.4187 41.823)
